filename,bl,fl,flag,ic,mal,none,oafl,oahs,pl,vsit
bl11_00011,0,0,0,0,0,1,0,0,0,0
bl11_00012,0,0,0,0,0,1,0,0,0,0
bl11_00013,0,0,0,0,0,1,0,0,0,0
bl11_00014,0,0,0,0,0,1,0,0,0,0
bl11_00015,0,0,0,0,0,1,0,0,0,0
bl11_00016,0,0,0,0,0,1,0,0,0,0
bl11_00017,1,0,0,0,0,0,0,0,0,0
bl11_00018,1,0,0,0,0,0,0,0,0,0
bl11_00019,1,0,0,0,0,0,0,0,0,0
bl11_00020,1,0,0,0,0,0,0,0,0,0
bl11_00021,1,0,0,0,0,0,0,0,0,0
bl11_00022,1,0,0,0,0,0,0,0,0,0
bl11_00023,1,0,0,0,0,0,0,0,0,0
bl11_00024,1,0,0,0,0,0,0,0,0,0
bl11_00025,1,0,0,0,0,0,0,0,0,0
bl11_00026,1,0,0,0,0,0,0,0,0,0
bl11_00027,1,0,0,0,0,0,0,0,0,0
bl11_00028,1,0,0,0,0,0,0,0,0,0
bl11_00029,1,0,0,0,0,0,0,0,0,0
bl11_00030,1,0,0,0,0,0,0,0,0,0
bl11_00031,1,0,0,0,0,0,0,0,0,0
bl11_00032,1,0,0,0,0,0,0,0,0,0
bl11_00033,1,0,0,0,0,0,0,0,0,0
bl11_00034,1,0,0,0,0,0,0,0,0,0
bl11_00035,1,0,0,0,0,0,0,0,0,0
bl11_00036,1,0,0,0,0,0,0,0,0,0
bl11_00037,1,0,0,0,0,0,0,0,0,0
bl11_00038,1,0,0,0,0,0,0,0,0,0
bl11_00039,1,0,0,0,0,0,0,0,0,0
bl11_00040,1,0,0,0,0,0,0,0,0,0
bl11_00041,1,0,0,0,0,0,0,0,0,0
bl11_00042,1,0,0,0,0,0,0,0,0,0
bl11_00043,1,0,0,0,0,0,0,0,0,0
bl11_00044,1,0,0,0,0,0,0,0,0,0
bl11_00045,1,0,0,0,0,0,0,0,0,0
bl11_00046,1,0,0,0,0,0,0,0,0,0
bl11_00047,1,0,0,0,0,0,0,0,0,0
bl11_00048,1,0,0,0,0,0,0,0,0,0
bl11_00049,1,0,0,0,0,0,0,0,0,0
bl11_00050,1,0,0,0,0,0,0,0,0,0
bl11_00051,1,0,0,0,0,0,0,0,0,0
bl11_00052,1,0,0,0,0,0,0,0,0,0
bl11_00053,1,0,0,0,0,0,0,0,0,0
bl11_00054,1,0,0,0,0,0,0,0,0,0
bl11_00055,1,0,0,0,0,0,0,0,0,0
bl11_00056,1,0,0,0,0,0,0,0,0,0
bl11_00057,1,0,0,0,0,0,0,0,0,0
bl11_00058,1,0,0,0,0,0,0,0,0,0
bl11_00059,1,0,0,0,0,0,0,0,0,0
bl11_00060,1,0,0,0,0,0,0,0,0,0
bl11_00061,1,0,0,0,0,0,0,0,0,0
bl11_00062,1,0,0,0,0,0,0,0,0,0
bl11_00063,1,0,0,0,0,0,0,0,0,0
bl11_00064,1,0,0,0,0,0,0,0,0,0
bl11_00065,1,0,0,0,0,0,0,0,0,0
bl11_00066,1,0,0,0,0,0,0,0,0,0
bl11_00067,1,0,0,0,0,0,0,0,0,0
bl11_00068,1,0,0,0,0,0,0,0,0,0
bl11_00069,1,0,0,0,0,0,0,0,0,0
bl11_00070,1,0,0,0,0,0,0,0,0,0
bl11_00071,1,0,0,0,0,0,0,0,0,0
bl11_00072,1,0,0,0,0,0,0,0,0,0
bl11_00073,1,0,0,0,0,0,0,0,0,0
bl11_00074,1,0,0,0,0,0,0,0,0,0
bl11_00075,1,0,0,0,0,0,0,0,0,0
bl11_00076,1,0,0,0,0,0,0,0,0,0
bl11_00077,1,0,0,0,0,0,0,0,0,0
bl11_00078,1,0,0,0,0,0,0,0,0,0
bl11_00079,1,0,0,0,0,0,0,0,0,0
bl11_00080,1,0,0,0,0,0,0,0,0,0
bl11_00081,1,0,0,0,0,0,0,0,0,0
bl11_00082,1,0,0,0,0,0,0,0,0,0
bl11_00083,1,0,0,0,0,0,0,0,0,0
bl11_00084,1,0,0,0,0,0,0,0,0,0
bl11_00085,1,0,0,0,0,0,0,0,0,0
bl11_00086,1,0,0,0,0,0,0,0,0,0
bl11_00087,1,0,0,0,0,0,0,0,0,0
bl11_00088,1,0,0,0,0,0,0,0,0,0
bl11_00089,1,0,0,0,0,0,0,0,0,0
bl11_00090,1,0,0,0,0,0,0,0,0,0
bl11_00091,1,0,0,0,0,0,0,0,0,0
bl11_00092,1,0,0,0,0,0,0,0,0,0
bl11_00093,1,0,0,0,0,0,0,0,0,0
bl11_00094,1,0,0,0,0,0,0,0,0,0
bl11_00095,1,0,0,0,0,0,0,0,0,0
bl11_00096,1,0,0,0,0,0,0,0,0,0
bl11_00097,1,0,0,0,0,0,0,0,0,0
bl11_00098,1,0,0,0,0,0,0,0,0,0
bl11_00099,1,0,0,0,0,0,0,0,0,0
bl11_00100,1,0,0,0,0,0,0,0,0,0
bl11_00101,1,0,0,0,0,0,0,0,0,0
bl11_00102,1,0,0,0,0,0,0,0,0,0
bl11_00103,1,0,0,0,0,0,0,0,0,0
bl11_00104,1,0,0,0,0,0,0,0,0,0
bl11_00105,1,0,0,0,0,0,0,0,0,0
bl11_00106,1,0,0,0,0,0,0,0,0,0
bl11_00107,0,0,0,0,0,1,0,0,0,0
bl11_00108,0,0,0,0,0,1,0,0,0,0
bl11_00109,0,0,0,0,0,1,0,0,0,0
bl11_00110,0,0,0,0,0,1,0,0,0,0
bl11_00111,0,0,0,0,0,1,0,0,0,0
bl11_00112,0,0,0,0,0,1,0,0,0,0
bl11_00113,0,0,0,0,0,1,0,0,0,0
bl13_00000,0,0,0,0,0,1,0,0,0,0
bl13_00001,0,0,0,0,0,1,0,0,0,0
bl13_00002,0,0,0,0,0,1,0,0,0,0
bl13_00003,0,0,0,0,0,1,0,0,0,0
bl13_00004,0,0,0,0,0,1,0,0,0,0
bl13_00005,0,0,0,0,0,1,0,0,0,0
bl13_00006,0,0,0,0,0,1,0,0,0,0
bl13_00007,0,0,0,0,0,1,0,0,0,0
bl13_00008,0,0,0,0,0,1,0,0,0,0
bl13_00009,0,0,0,0,0,1,0,0,0,0
bl13_00010,0,0,0,0,0,1,0,0,0,0
bl13_00011,0,0,0,0,0,1,0,0,0,0
bl13_00012,0,0,0,0,0,1,0,0,0,0
bl13_00013,0,0,0,0,0,1,0,0,0,0
bl13_00014,0,0,0,0,0,1,0,0,0,0
bl13_00015,0,0,0,0,0,1,0,0,0,0
bl13_00016,0,0,0,0,0,1,0,0,0,0
bl13_00017,0,0,0,0,0,1,0,0,0,0
bl13_00018,0,0,0,0,0,1,0,0,0,0
bl13_00019,0,0,0,0,0,1,0,0,0,0
bl13_00020,0,0,0,0,0,1,0,0,0,0
bl13_00021,0,0,0,0,0,1,0,0,0,0
bl13_00022,0,0,0,0,0,1,0,0,0,0
bl13_00023,0,0,0,0,0,1,0,0,0,0
bl13_00024,0,0,0,0,0,1,0,0,0,0
bl13_00025,0,0,0,0,0,1,0,0,0,0
bl13_00026,0,0,0,0,0,1,0,0,0,0
bl13_00027,0,0,0,0,0,1,0,0,0,0
bl13_00028,0,0,0,0,0,1,0,0,0,0
bl13_00029,0,0,0,0,0,1,0,0,0,0
bl13_00030,0,0,0,0,0,1,0,0,0,0
bl13_00031,0,0,0,0,0,1,0,0,0,0
bl13_00032,0,0,0,0,0,1,0,0,0,0
bl13_00033,0,0,0,0,0,1,0,0,0,0
bl13_00034,0,0,0,0,0,1,0,0,0,0
bl13_00035,0,0,0,0,0,1,0,0,0,0
bl13_00036,0,0,0,0,0,1,0,0,0,0
bl13_00037,0,0,0,0,0,1,0,0,0,0
bl13_00038,0,0,0,0,0,1,0,0,0,0
bl13_00039,0,0,0,0,0,1,0,0,0,0
bl13_00040,0,0,0,0,0,1,0,0,0,0
bl13_00041,0,0,0,0,0,1,0,0,0,0
bl13_00042,0,0,0,0,0,1,0,0,0,0
bl13_00043,0,0,0,0,0,1,0,0,0,0
bl13_00044,0,0,0,0,0,1,0,0,0,0
bl13_00045,0,0,0,0,0,1,0,0,0,0
bl13_00046,0,0,0,0,0,1,0,0,0,0
bl13_00047,0,0,0,0,0,1,0,0,0,0
bl13_00048,0,0,0,0,0,1,0,0,0,0
bl13_00049,0,0,0,0,0,1,0,0,0,0
bl13_00050,0,0,0,0,0,1,0,0,0,0
bl13_00051,0,0,0,0,0,1,0,0,0,0
bl13_00052,0,0,0,0,0,1,0,0,0,0
bl13_00053,0,0,0,0,0,1,0,0,0,0
bl13_00054,0,0,0,0,0,1,0,0,0,0
bl13_00055,0,0,0,0,0,1,0,0,0,0
bl13_00056,0,0,0,0,0,1,0,0,0,0
bl13_00057,0,0,0,0,0,1,0,0,0,0
bl13_00058,0,0,0,0,0,1,0,0,0,0
bl13_00059,0,0,0,0,0,1,0,0,0,0
bl13_00060,1,0,0,0,0,0,0,0,0,0
bl13_00061,1,0,0,0,0,0,0,0,0,0
bl13_00062,1,0,0,0,0,0,0,0,0,0
bl13_00063,1,0,0,0,0,0,0,0,0,0
bl13_00064,1,0,0,0,0,0,0,0,0,0
bl13_00065,1,0,0,0,0,0,0,0,0,0
bl13_00066,1,0,0,0,0,0,0,0,0,0
bl13_00067,1,0,0,0,0,0,0,0,0,0
bl13_00068,1,0,0,0,0,0,0,0,0,0
bl13_00069,1,0,0,0,0,0,0,0,0,0
bl13_00070,1,0,0,0,0,0,0,0,0,0
bl13_00071,1,0,0,0,0,0,0,0,0,0
bl13_00072,1,0,0,0,0,0,0,0,0,0
bl13_00073,1,0,0,0,0,0,0,0,0,0
bl13_00074,1,0,0,0,0,0,0,0,0,0
bl13_00075,1,0,0,0,0,0,0,0,0,0
bl13_00076,1,0,0,0,0,0,0,0,0,0
bl13_00077,1,0,0,0,0,0,0,0,0,0
bl13_00078,1,0,0,0,0,0,0,0,0,0
bl13_00079,1,0,0,0,0,0,0,0,0,0
bl13_00080,1,0,0,0,0,0,0,0,0,0
bl13_00081,1,0,0,0,0,0,0,0,0,0
bl13_00082,1,0,0,0,0,0,0,0,0,0
bl13_00083,1,0,0,0,0,0,0,0,0,0
bl13_00084,1,0,0,0,0,0,0,0,0,0
bl13_00085,1,0,0,0,0,0,0,0,0,0
bl13_00086,1,0,0,0,0,0,0,0,0,0
bl13_00087,1,0,0,0,0,0,0,0,0,0
bl13_00088,1,0,0,0,0,0,0,0,0,0
bl13_00089,1,0,0,0,0,0,0,0,0,0
bl13_00090,1,0,0,0,0,0,0,0,0,0
bl13_00091,1,0,0,0,0,0,0,0,0,0
bl13_00092,1,0,0,0,0,0,0,0,0,0
bl13_00093,1,0,0,0,0,0,0,0,0,0
bl13_00094,1,0,0,0,0,0,0,0,0,0
bl13_00095,1,0,0,0,0,0,0,0,0,0
bl13_00096,1,0,0,0,0,0,0,0,0,0
bl13_00097,1,0,0,0,0,0,0,0,0,0
bl13_00098,1,0,0,0,0,0,0,0,0,0
bl13_00099,1,0,0,0,0,0,0,0,0,0
bl13_00100,1,0,0,0,0,0,0,0,0,0
bl13_00101,1,0,0,0,0,0,0,0,0,0
bl13_00102,1,0,0,0,0,0,0,0,0,0
bl13_00103,1,0,0,0,0,0,0,0,0,0
bl13_00104,1,0,0,0,0,0,0,0,0,0
bl13_00105,1,0,0,0,0,0,0,0,0,0
bl13_00106,1,0,0,0,0,0,0,0,0,0
bl13_00107,1,0,0,0,0,0,0,0,0,0
bl13_00108,1,0,0,0,0,0,0,0,0,0
bl13_00109,1,0,0,0,0,0,0,0,0,0
bl13_00110,1,0,0,0,0,0,0,0,0,0
bl13_00111,1,0,0,0,0,0,0,0,0,0
bl13_00112,1,0,0,0,0,0,0,0,0,0
bl13_00113,1,0,0,0,0,0,0,0,0,0
bl13_00114,1,0,0,0,0,0,0,0,0,0
bl13_00115,1,0,0,0,0,0,0,0,0,0
bl13_00116,1,0,0,0,0,0,0,0,0,0
bl13_00117,1,0,0,0,0,0,0,0,0,0
bl13_00118,1,0,0,0,0,0,0,0,0,0
bl13_00119,1,0,0,0,0,0,0,0,0,0
bl13_00120,1,0,0,0,0,0,0,0,0,0
bl13_00121,1,0,0,0,0,0,0,0,0,0
bl13_00122,1,0,0,0,0,0,0,0,0,0
bl13_00123,1,0,0,0,0,0,0,0,0,0
bl13_00124,1,0,0,0,0,0,0,0,0,0
bl13_00125,1,0,0,0,0,0,0,0,0,0
bl13_00126,0,0,0,0,0,1,0,0,0,0
bl13_00127,0,0,0,0,0,1,0,0,0,0
bl13_00128,0,0,0,0,0,1,0,0,0,0
bl13_00129,0,0,0,0,0,1,0,0,0,0
bl13_00130,0,0,0,0,0,1,0,0,0,0
bl13_00131,0,0,0,0,0,1,0,0,0,0
bl13_00132,0,0,0,0,0,1,0,0,0,0
bl13_00133,0,0,0,0,0,1,0,0,0,0
bl13_00134,0,0,0,0,0,1,0,0,0,0
bl13_00135,0,0,0,0,0,1,0,0,0,0
bl14_00000,0,0,0,0,0,1,0,0,0,0
bl14_00001,0,0,0,0,0,1,0,0,0,0
bl14_00002,0,0,0,0,0,1,0,0,0,0
bl14_00003,0,0,0,0,0,1,0,0,0,0
bl14_00004,0,0,0,0,0,1,0,0,0,0
bl14_00005,0,0,0,0,0,1,0,0,0,0
bl14_00006,0,0,0,0,0,1,0,0,0,0
bl14_00007,0,0,0,0,0,1,0,0,0,0
bl14_00008,0,0,0,0,0,1,0,0,0,0
bl14_00009,0,0,0,0,0,1,0,0,0,0
bl14_00010,0,0,0,0,0,1,0,0,0,0
bl14_00011,0,0,0,0,0,1,0,0,0,0
bl14_00012,0,0,0,0,0,1,0,0,0,0
bl14_00013,0,0,0,0,0,1,0,0,0,0
bl14_00014,0,0,0,0,0,1,0,0,0,0
bl14_00015,0,0,0,0,0,1,0,0,0,0
bl14_00016,0,0,0,0,0,1,0,0,0,0
bl14_00017,0,0,0,0,0,1,0,0,0,0
bl14_00018,0,0,0,0,0,1,0,0,0,0
bl14_00019,0,0,0,0,0,1,0,0,0,0
bl14_00020,0,0,0,0,0,1,0,0,0,0
bl14_00021,0,0,0,0,0,1,0,0,0,0
bl14_00022,0,0,0,0,0,1,0,0,0,0
bl14_00023,0,0,0,0,0,1,0,0,0,0
bl14_00024,0,0,0,0,0,1,0,0,0,0
bl14_00025,0,0,0,0,0,1,0,0,0,0
bl14_00026,0,0,0,0,0,1,0,0,0,0
bl14_00027,0,0,0,0,0,1,0,0,0,0
bl14_00028,0,0,0,0,0,1,0,0,0,0
bl14_00029,0,0,0,0,0,1,0,0,0,0
bl14_00030,0,0,0,0,0,1,0,0,0,0
bl14_00031,0,0,0,0,0,1,0,0,0,0
bl14_00032,0,0,0,0,0,1,0,0,0,0
bl14_00033,0,0,0,0,0,1,0,0,0,0
bl14_00034,0,0,0,0,0,1,0,0,0,0
bl14_00035,0,0,0,0,0,1,0,0,0,0
bl14_00036,0,0,0,0,0,1,0,0,0,0
bl14_00037,0,0,0,0,0,1,0,0,0,0
bl14_00038,0,0,0,0,0,1,0,0,0,0
bl14_00039,0,0,0,0,0,1,0,0,0,0
bl14_00040,0,0,0,0,0,1,0,0,0,0
bl14_00041,0,0,0,0,0,1,0,0,0,0
bl14_00042,0,0,0,0,0,1,0,0,0,0
bl14_00043,0,0,0,0,0,1,0,0,0,0
bl14_00044,0,0,0,0,0,1,0,0,0,0
bl14_00045,0,0,0,0,0,1,0,0,0,0
bl14_00046,0,0,0,0,0,1,0,0,0,0
bl14_00047,0,0,0,0,0,1,0,0,0,0
bl14_00048,0,0,0,0,0,1,0,0,0,0
bl14_00049,0,0,0,0,0,1,0,0,0,0
bl14_00050,0,0,0,0,0,1,0,0,0,0
bl14_00051,0,0,0,0,0,1,0,0,0,0
bl14_00052,0,0,0,0,0,1,0,0,0,0
bl14_00053,0,0,0,0,0,1,0,0,0,0
bl14_00054,1,0,0,0,0,0,0,0,0,0
bl14_00055,1,0,0,0,0,0,0,0,0,0
bl14_00056,1,0,0,0,0,0,0,0,0,0
bl14_00057,1,0,0,0,0,0,0,0,0,0
bl14_00058,1,0,0,0,0,0,0,0,0,0
bl14_00059,1,0,0,0,0,0,0,0,0,0
bl14_00060,1,0,0,0,0,0,0,0,0,0
bl14_00061,1,0,0,0,0,0,0,0,0,0
bl14_00062,1,0,0,0,0,0,0,0,0,0
bl14_00063,1,0,0,0,0,0,0,0,0,0
bl14_00064,1,0,0,0,0,0,0,0,0,0
bl14_00065,1,0,0,0,0,0,0,0,0,0
bl14_00066,1,0,0,0,0,0,0,0,0,0
bl14_00067,1,0,0,0,0,0,0,0,0,0
bl14_00068,1,0,0,0,0,0,0,0,0,0
bl14_00069,1,0,0,0,0,0,0,0,0,0
bl14_00070,1,0,0,0,0,0,0,0,0,0
bl14_00071,1,0,0,0,0,0,0,0,0,0
bl14_00072,1,0,0,0,0,0,0,0,0,0
bl14_00073,1,0,0,0,0,0,0,0,0,0
bl14_00074,1,0,0,0,0,0,0,0,0,0
bl14_00075,1,0,0,0,0,0,0,0,0,0
bl14_00076,1,0,0,0,0,0,0,0,0,0
bl14_00077,1,0,0,0,0,0,0,0,0,0
bl14_00078,1,0,0,0,0,0,0,0,0,0
bl14_00079,1,0,0,0,0,0,0,0,0,0
bl14_00080,1,0,0,0,0,0,0,0,0,0
bl14_00081,1,0,0,0,0,0,0,0,0,0
bl14_00082,1,0,0,0,0,0,0,0,0,0
bl14_00083,1,0,0,0,0,0,0,0,0,0
bl14_00084,1,0,0,0,0,0,0,0,0,0
bl14_00085,1,0,0,0,0,0,0,0,0,0
bl14_00086,1,0,0,0,0,0,0,0,0,0
bl14_00087,1,0,0,0,0,0,0,0,0,0
bl14_00088,1,0,0,0,0,0,0,0,0,0
bl14_00089,1,0,0,0,0,0,0,0,0,0
bl14_00090,1,0,0,0,0,0,0,0,0,0
bl14_00091,1,0,0,0,0,0,0,0,0,0
bl14_00092,1,0,0,0,0,0,0,0,0,0
bl14_00093,1,0,0,0,0,0,0,0,0,0
bl14_00094,1,0,0,0,0,0,0,0,0,0
bl14_00095,1,0,0,0,0,0,0,0,0,0
bl14_00096,1,0,0,0,0,0,0,0,0,0
bl14_00097,1,0,0,0,0,0,0,0,0,0
bl14_00098,1,0,0,0,0,0,0,0,0,0
bl14_00099,1,0,0,0,0,0,0,0,0,0
bl14_00100,1,0,0,0,0,0,0,0,0,0
bl14_00101,1,0,0,0,0,0,0,0,0,0
bl14_00102,1,0,0,0,0,0,0,0,0,0
bl14_00103,1,0,0,0,0,0,0,0,0,0
bl14_00104,1,0,0,0,0,0,0,0,0,0
bl14_00105,1,0,0,0,0,0,0,0,0,0
bl14_00106,1,0,0,0,0,0,0,0,0,0
bl14_00107,1,0,0,0,0,0,0,0,0,0
bl14_00108,1,0,0,0,0,0,0,0,0,0
bl14_00109,1,0,0,0,0,0,0,0,0,0
bl14_00110,1,0,0,0,0,0,0,0,0,0
bl14_00111,1,0,0,0,0,0,0,0,0,0
bl14_00112,1,0,0,0,0,0,0,0,0,0
bl14_00113,1,0,0,0,0,0,0,0,0,0
bl14_00114,1,0,0,0,0,0,0,0,0,0
bl14_00115,1,0,0,0,0,0,0,0,0,0
bl14_00116,1,0,0,0,0,0,0,0,0,0
bl14_00117,1,0,0,0,0,0,0,0,0,0
bl14_00118,1,0,0,0,0,0,0,0,0,0
bl14_00119,1,0,0,0,0,0,0,0,0,0
bl14_00120,1,0,0,0,0,0,0,0,0,0
bl14_00121,1,0,0,0,0,0,0,0,0,0
bl14_00122,1,0,0,0,0,0,0,0,0,0
bl14_00123,1,0,0,0,0,0,0,0,0,0
bl14_00124,1,0,0,0,0,0,0,0,0,0
bl14_00125,1,0,0,0,0,0,0,0,0,0
bl14_00126,1,0,0,0,0,0,0,0,0,0
bl14_00127,1,0,0,0,0,0,0,0,0,0
bl14_00128,1,0,0,0,0,0,0,0,0,0
bl14_00129,1,0,0,0,0,0,0,0,0,0
bl14_00130,1,0,0,0,0,0,0,0,0,0
bl14_00131,1,0,0,0,0,0,0,0,0,0
bl14_00132,1,0,0,0,0,0,0,0,0,0
bl14_00133,1,0,0,0,0,0,0,0,0,0
bl14_00134,1,0,0,0,0,0,0,0,0,0
bl14_00135,1,0,0,0,0,0,0,0,0,0
bl14_00136,1,0,0,0,0,0,0,0,0,0
bl14_00137,1,0,0,0,0,0,0,0,0,0
bl14_00138,1,0,0,0,0,0,0,0,0,0
bl14_00139,1,0,0,0,0,0,0,0,0,0
bl14_00140,1,0,0,0,0,0,0,0,0,0
bl14_00141,0,0,0,0,0,1,0,0,0,0
bl14_00142,0,0,0,0,0,1,0,0,0,0
bl14_00143,0,0,0,0,0,1,0,0,0,0
bl14_00144,0,0,0,0,0,1,0,0,0,0
bl14_00145,0,0,0,0,0,1,0,0,0,0
bl14_00146,0,0,0,0,0,1,0,0,0,0
bl14_00147,0,0,0,0,0,1,0,0,0,0
bl14_00148,0,0,0,0,0,1,0,0,0,0
bl14_00149,0,0,0,0,0,1,0,0,0,0
bl14_00150,0,0,0,0,0,1,0,0,0,0
bl14_00151,0,0,0,0,0,1,0,0,0,0
bl14_00152,0,0,0,0,0,1,0,0,0,0
bl14_00153,0,0,0,0,0,1,0,0,0,0
bl14_00154,0,0,0,0,0,1,0,0,0,0
bl14_00155,0,0,0,0,0,1,0,0,0,0
bl14_00156,0,0,0,0,0,1,0,0,0,0
bl14_00157,0,0,0,0,0,1,0,0,0,0
bl14_00158,0,0,0,0,0,1,0,0,0,0
bl14_00159,0,0,0,0,0,1,0,0,0,0
bl14_00160,0,0,0,0,0,1,0,0,0,0
bl16_00000,1,0,0,0,0,0,0,0,0,0
bl16_00001,1,0,0,0,0,0,0,0,0,0
bl16_00002,1,0,0,0,0,0,0,0,0,0
bl16_00003,1,0,0,0,0,0,0,0,0,0
bl16_00004,1,0,0,0,0,0,0,0,0,0
bl16_00005,1,0,0,0,0,0,0,0,0,0
bl16_00006,1,0,0,0,0,0,0,0,0,0
bl16_00007,1,0,0,0,0,0,0,0,0,0
bl16_00008,1,0,0,0,0,0,0,0,0,0
bl16_00009,1,0,0,0,0,0,0,0,0,0
bl16_00010,1,0,0,0,0,0,0,0,0,0
bl16_00011,1,0,0,0,0,0,0,0,0,0
bl16_00012,1,0,0,0,0,0,0,0,0,0
bl16_00013,1,0,0,0,0,0,0,0,0,0
bl16_00014,1,0,0,0,0,0,0,0,0,0
bl16_00015,1,0,0,0,0,0,0,0,0,0
bl16_00016,1,0,0,0,0,0,0,0,0,0
bl16_00017,1,0,0,0,0,0,0,0,0,0
bl16_00018,1,0,0,0,0,0,0,0,0,0
bl16_00019,1,0,0,0,0,0,0,0,0,0
bl16_00020,1,0,0,0,0,0,0,0,0,0
bl16_00021,1,0,0,0,0,0,0,0,0,0
bl16_00022,1,0,0,0,0,0,0,0,0,0
bl16_00023,1,0,0,0,0,0,0,0,0,0
bl16_00024,1,0,0,0,0,0,0,0,0,0
bl16_00025,1,0,0,0,0,0,0,0,0,0
